userName,score,content,at,sentiment
Mei Grace,1,"Knpa Spotify ku sering kluar sendiri dr aplikasi nya ya? Tlg dibenerin donk, udah install ulang msh sm jg",2025-04-30 18:06:19,negative
Haryo Adi Nugroho,4,kalau semua fungsi lancar dan tidak mengalami masalah yang terlalu sering saya pasti akan menilai bintang 5,2025-04-30 18:03:02,positive
Novi Anti,5,👍,2025-04-30 17:47:40,positive
Galeri Smartphone,5,bagus sekali,2025-04-30 17:41:18,positive
Bahrul Mas,5,baguss,2025-04-30 17:05:05,positive
Zeirro Rosi,1,huuuu jelek apk jelekk dikit dikit bayar dikit dikit bayar huuuuu,2025-04-30 16:54:07,negative
Carissa Larasati,2,"kebelet kaya anj, apa apa permium bayar dl, dulu perasaan gaada deh rata rata jg geratis😹",2025-04-30 16:35:07,negative
aliyudin aliyudin,3,bagus,2025-04-30 16:14:14,neutral
faizz putra,5,apk nya asik,2025-04-30 16:13:23,positive
Nabia,5,enakk bangettt semua lagu favorit saya ada di siniii semuaa🥰🥰,2025-04-30 16:13:13,positive
Casmito “Casmito” Mito,5,Baguss..👍,2025-04-30 16:09:42,positive
BUDI BAE,5,suaranya bersih dan jernih,2025-04-30 16:00:56,positive
Adelia Afika,3,enak sih tapi kalo masuk loading nya lama banget nanti gak bisa dibuka + banyak iklanya tapi ya maklum sih akun free,2025-04-30 15:59:54,neutral
Snuff 16,5,PAANGGG 💥,2025-04-30 15:56:27,positive
nazwa putri andita,5,baguss,2025-04-30 15:49:33,positive
Liafhmaz,5,💫,2025-04-30 15:44:24,positive
Ibnu Sudrajat,1,"jadi berbayar kalo mau mencet lagu ini gimana si, apa emang semuanya permium padahal sebelumnya fine fine aja fine (;-_-)ノ",2025-04-30 15:39:37,negative
Nataneila Jesslyn,5,halo aku baru pertama kali cobain spotify walaupun ada iklan tapi gpp nama nya juga akun gratis,2025-04-30 15:35:19,positive
Adi Riswandi,4,bagus baget kualitas suaranya oke banget lagunya lengkap cuma ya minusnya banyak iklannya tapi pas pale spotify premium perfect banget pokoknya kalian harus coba sptify premium pokoknya ga bakalan nyese,2025-04-30 15:32:27,positive
Rizky Pratama,5,nice,2025-04-30 15:31:26,positive
armedy sinaga,5,nice,2025-04-30 15:29:49,positive
Irma Dexi,1,sering mati sendiri dan saat main game mati padahal jaringan lagi bagus sering di update tapi tetap mati mati saya jadi emosi,2025-04-30 15:23:24,negative
Arim Sky Vr46,5,aplikasi ini sangat sangat bagus buat saya yang suka dengerin laguu makasihh yaa yanggg udahhh bikinn aplikasi inii akuu sangat kagum sama aplikasi inii🤍🤍,2025-04-30 15:12:55,positive
Chandra Kumala,5,pokoknya bagus,2025-04-30 15:02:35,positive
Elena Dwikharisma,1,jelek bgtt,2025-04-30 14:58:45,negative
Veni Jumiati,5,keren,2025-04-30 14:56:08,positive
alvin mazayaka,5,Aplikasi yg bagus,2025-04-30 14:55:46,positive
Soleman Daniel,1,mau bayar bulanan aja ribet amat padahal mau bayar Loh kok di persulit banget perbaikilah kecewa banget,2025-04-30 14:54:56,negative
Maz Tama,5,bagus,2025-04-30 14:54:00,positive
Muhammad Amrulhuda,5,terus berkembang ya Spotify,2025-04-30 14:53:47,positive
Asyafil Qodri,1,"hahah makin pelit aja ni apk, dengerin lagu aja ada limitnya hahaha males make ni apk",2025-04-30 14:47:05,negative
Aril Mulyana,5,bagus banget,2025-04-30 14:42:35,positive
Nugi Amsar,4,kerenn,2025-04-30 14:42:04,positive
Nadin Aulia,1,banyak iklan dengan durasi hampir 1 menit,2025-04-30 14:39:31,negative
nazela qnta sajidah,5,kokgada update terbarunya??,2025-04-30 14:38:51,positive
Almaliki Alhaadi,5,sangat bagus bisa mendengar kan banyak musik yg menarik dan ada artis artis nya lagi mana ada favorit gua lagi mister aloyy😉,2025-04-30 14:37:51,positive
Rayhan Al farizky,5,sangat bagus,2025-04-30 14:36:07,positive
IMDAD AL GHIFARI,5,cocok untuk penenang,2025-04-30 14:29:28,positive
Abyan ghaisan Nawafil,5,itu kayak lagu jitu kan saya sangat sukaaaa,2025-04-30 14:26:41,positive
Nenti Aryanti,1,"aplikasi termatre,, milih ganti musik/lagu aja bayar",2025-04-30 14:23:18,negative
Adrian dani Harsono,4,bagus,2025-04-30 14:10:43,positive
Warningsih Aja,5,spotyfy ok banget,2025-04-30 14:03:24,positive
Fal casperr Fal,5,mantap,2025-04-30 14:02:42,positive
Mila Zamzami Q,5,good,2025-04-30 13:53:08,positive
Sony Shioo,1,"ga worth buat non premium , iklan setiap lagu selasai , eh ini buat milih lagu di batasin pula , kapitalis",2025-04-30 13:52:27,negative
Fairul Anugrah,5,bagus,2025-04-30 13:51:55,positive
Nazmi Mubarok,5,luar biasaa,2025-04-30 13:51:53,positive
Reihan Putra wibowo,5,mantap,2025-04-30 13:40:42,positive
SHINTA KOMALA DEWI,5,LAGU NYA ENAK BANGET EMUAH,2025-04-30 13:31:31,positive
Deden Fratama,5,kereeenn...,2025-04-30 13:24:25,positive
Hayyu Monasa,5,i love it music😍,2025-04-30 13:23:59,positive
Ahmad Taufiq,5,ok,2025-04-30 13:22:21,positive
Agus Setiawan,5,lagu²nya bagus² cocok untuk di dengar,2025-04-30 13:20:20,positive
Diraa Riko,5,enak banget aplikasi ini bisa buat galau aku dimarahin bapak aku mau mati boleh gk aku matiii,2025-04-30 13:20:16,positive
robet sandi,5,bagus semua ada,2025-04-30 13:15:50,positive
Siti Rifaiyah,2,ko di aku gada fitur mikropon buat karaoke yaa menyebalkan padahal buat karaokean,2025-04-30 13:07:35,negative
Ana Hafidho,5,ok,2025-04-30 13:05:51,positive
Adekal Al,5,bagus banget terima kasih 🙏,2025-04-30 13:05:40,positive
Gede Gutawa,5,bagus banget,2025-04-30 12:58:13,positive
Adly Firansyah,5,mantap,2025-04-30 12:57:15,positive
Lucky Senpai (Wbnlp),5,makin hari makin banyak kikir aja kaya capcut,2025-04-30 12:54:18,positive
Yohana Marbun,5,ini sangat bagus untuk menemani saya saat sendirian,2025-04-30 12:50:38,positive
Kancil Prozeck,5,"baik, cocok buat dengerin laguu favorit",2025-04-30 12:49:30,positive
jati lueh,4,bagus seperti aslinya .,2025-04-30 12:44:47,positive
Ken Boy,5,mantap bossss,2025-04-30 12:43:06,positive
Kayla Zahra,5,bgus,2025-04-30 12:38:29,positive
Atika Zahra,5,suka banget,2025-04-30 12:33:33,positive
Neisya Aliefiya,5,bagus👍🏻👍🏻,2025-04-30 12:33:20,positive
shafiyah yuhanada chumairoo,5,bagus bgt🌺😊😏,2025-04-30 12:20:29,positive
Fici Kohana,1,Ga bisa download kalo ga premium.. maaf🙏,2025-04-30 12:20:24,negative
Ahmad Yani,5,terbaik,2025-04-30 12:18:04,positive
Tian Vano,5,Sangat Bagussss,2025-04-30 12:05:54,positive
Callysta Yudistira,5,bagus bisa sambil main Roblox,2025-04-30 12:02:24,positive
Nalendria Aditya,5,iklan nya dikit aja woey jangan banyak banyak,2025-04-30 11:53:08,positive
Samsung A065G,4,aplikasi yg bagus cmn prlu dprbaiki lagunya kurang lengkap,2025-04-30 11:29:08,positive
Heck,5,bagus bangett,2025-04-30 11:26:32,positive
Bambang Erdogan,5,bagus bgt🙏🏻💗,2025-04-30 11:09:16,positive
Iwan Samudra,5,sangat membantu banyak lagu yg bisa menenangkan pikiran...,2025-04-30 11:06:00,positive
Haerul Amni,5,aplikasi utk mndengar musik terbaik,2025-04-30 10:57:29,positive
Santika Maharani R.M,4,bagus tapi ada iklan nya bikin emosi😩,2025-04-30 10:54:22,positive
Sainal Abidin,5,Aplikasi Spotify sangat berarti bisa mendengar lagu lagu dan bisa men Download lagu apa saja,2025-04-30 10:47:44,positive
Marsha dber,5,bagus banget,2025-04-30 10:45:51,positive
Farhan Jago,4,kelas buat sad,2025-04-30 10:44:55,positive
Hizkia Panjaitan,5,sangat baik,2025-04-30 10:43:26,positive
Ciko Ciko,5,gacor,2025-04-30 10:38:03,positive
Irsan Des,5,apl ini bagus sangat bagus! Bersyukur bisa tau apl Spotify. semangat Developer 🍃,2025-04-30 10:34:23,positive
Ricky Reba,5,bagus banget,2025-04-30 10:32:50,positive
Selfi Hermansyah,5,sangat asyik mendengarkan lagu sambil belajar membuat aku lebih tenang🫠🫠🫠,2025-04-30 10:20:42,positive
Soni Fahrizal,5,Aplikasi yang bagus untuk pencinta musik seprti ku salam spotify!,2025-04-30 10:19:47,positive
Tresno Tresni,5,enak aplikasinya dah itu aja,2025-04-30 10:13:44,positive
Alzex Xia,5,enjoyy,2025-04-30 10:10:24,positive
Andri Yani,1,setiap aku mau nytel lagu yng udh aku suka ga busa harus premium terus dan banyak iklan!!,2025-04-30 10:10:08,negative
Sunami Sunami,5,nice,2025-04-30 09:51:42,positive
Satriooo? Rizzz,5,keren!,2025-04-30 09:40:39,positive
And restu,1,ga bisa login selalu terjadi kesalahan,2025-04-30 09:35:39,negative
Aprilia Vhe,4,GK banyak alasan yg pastinya bagus bgt 👌🏻👌🏻,2025-04-30 09:32:44,positive
trisna elhaq,5,bagus,2025-04-30 09:30:30,positive
Alifa Zahra,5,keren,2025-04-30 09:28:01,positive
Dakwah Islam,5,mantap,2025-04-30 09:21:06,positive
Double Clickzzz,1,"tolongdong ada fitur hilangin playlist ""baru di putar"" temen gw mencet playlist gajelas mau gw ilangin bahkan sampai ke kontak support tapi gak bisa hilang",2025-04-30 09:02:49,negative
Ss.Skinart,5,So far enak wat jelajah dan mendengar lagu,2025-04-30 08:52:36,positive
Nabila ra,1,"rekomendasi lagunya gak cocok, masa direkom lagu india trs pdahal gak pernah denger lagu-lagu india",2025-04-30 08:51:48,negative
Dessy Natalia,5,nice,2025-04-30 08:50:59,positive
pro lite,5,bagus,2025-04-30 08:33:44,positive
Bara Keisya al fathir,5,aplikasi ini bagus tapi sering ada iklan,2025-04-30 08:33:24,positive
Aldi Rudiatman,4,mantappp..memuaskan,2025-04-30 08:27:27,positive
Tarsih Sanjaya 02,5,suara nya bagus dan elegan,2025-04-30 08:20:56,positive
Ambo Nai,5,sangat asik,2025-04-30 08:19:36,positive
mama aya,5,bagus,2025-04-30 08:17:31,positive
Ayam Sakit,5,keren sih semua lagu ada disini kerennn,2025-04-30 08:09:13,positive
Rani Nukarji,5,sangat keren saya suka,2025-04-30 07:58:29,positive
Aidil destia,5,mantap,2025-04-30 07:57:19,positive
Nurmalasari risma,5,banyak lagu yang bisa saya dengar,2025-04-30 07:50:54,positive
Assyifa rachael Septiana,2,kenapa setiap dengerin musik mau lihat liriknya selalu ga ada kosong padahal udah coba download ulang masih aja sama gimana ini?,2025-04-30 07:49:46,negative
Masalah,5,👍,2025-04-30 07:38:55,positive
Nur Lela,5,Seru sekali sangat bagus👍🤩,2025-04-30 07:29:04,positive
Rafli,5,bagus banget,2025-04-30 07:12:02,positive
Riski Safari,5,keren bgt l,2025-04-30 07:09:43,positive
Ferry Kurniawan,5,👍🏻,2025-04-30 07:07:16,positive
Meng-hongchen Hongchen,5,asek klo lagi main poly buzz,2025-04-30 06:57:30,positive
Rintol Febri,5,"keren,banyak pilihan lagu favorit",2025-04-30 06:53:57,positive
Altap Aska,5,bagus banget buat main game,2025-04-30 06:44:37,positive
inzul Izul,5,sangat bagus untuk mendengarkan lagu/dj,2025-04-30 06:40:11,positive
Nazih ElAwwab,5,bagus dan ega ada iklan,2025-04-30 06:33:36,positive
Salwa Marwah,5,lagunya seru pertimbangkan terus spotfy semangattttt,2025-04-30 06:33:27,positive
Tesalonika,1,deskripsi saya bagus si,2025-04-30 06:30:56,negative
Ibnu Maulana,5,👍🏻,2025-04-30 06:21:11,positive
Amanda Tysani,5,syuka banget,2025-04-30 06:14:22,positive
Siksen Ramadan,5,bagus buat main gem sambil dengerin lagu enak pokoknya,2025-04-30 06:09:37,positive
Dimas Nugi Pratama,5,kasi saran untuk iklan nya min masih ke ngganggu .,2025-04-30 06:05:45,positive
Febri Dok,5,gud,2025-04-30 06:04:23,positive
Yves,5,"ya, bagus",2025-04-30 06:03:09,positive
A'ah AiraArsyi,4,bwagussss cuma iklannya rada kebanyakan hehe,2025-04-30 06:01:31,positive
Saiful Hadi,5,bagus,2025-04-30 05:53:05,positive
Syauqi 2008,5,Lagunya bagus 👍 ada lagu fong,2025-04-30 05:51:39,positive
Jim Miazurra,5,bgs bangget,2025-04-30 05:47:44,positive
Jajang Suparman,5,bagus banget,2025-04-30 05:47:39,positive
Ida Bagus Komang Yudiartana I7I0I809,5,the best you got,2025-04-30 05:37:22,positive
Djie Ica,5,buagus bet,2025-04-30 05:35:05,positive
auah gelap,2,"Tolong background lirik dibenerin contoh Apple musik background liriknya bagus gak bikin sakit di mata. Udah dari lama kasih saran ini tapi sampe update.an skrng msh blm evaluasi parah,mata gue sakit!. Okelah bisa bisa pke mode hitam putih tp ribet!.",2025-04-30 05:30:41,negative
Balqiss Fakhru ardila,5,gak lemot sama sekalii,2025-04-30 05:23:17,positive
Ghass Kya,5,kadang nge lag aja. tapi bagus kok👍🏻🫶🏻,2025-04-30 05:22:23,positive
Riayani Ahmad,5,good job,2025-04-30 05:18:01,positive
Aqila Qila,5,seru banget sih tapi banyak iklan tapi gpp nya penting aku setiap hari aku dengerin spotity hehehe karna seru bisa dengerin lagu nya kalian harus punya aplikasi ini deh kalau ga punya sayang banget,2025-04-30 05:05:03,positive
Syifa Izatul,5,sukaa bgt dengerin laguu dispotify kloo lgi ngrjain tugas psti smbil dngirn laguu dispotify,2025-04-30 04:32:49,positive
Faiq Krto,5,saya sangat suka aplikasi ini,2025-04-30 04:23:10,positive
Nazjuan Mutiasari,5,SUKAAAAA,2025-04-30 04:11:06,positive
B_sa_to2 Channel,5,good,2025-04-30 04:10:46,positive
Hendri Pangaribuan,5,mantap dan asyik,2025-04-30 03:54:48,positive
Andri Irawan,5,Mantapppp,2025-04-30 03:47:39,positive
Dewi Aprilia,5,bagus bagus bangett lagunya aku suka,2025-04-30 03:39:27,positive
Butep Tng,5,memuaskan,2025-04-30 03:17:08,positive
Nb Mubarak,1,ini aku mau login aja dipersusah udh masukin sandi dibilang sandi salah padahal udh aku ubah masih gk bisa,2025-04-30 03:16:04,negative
Omar FA Saladin,5,👍🏼👍🏼👍🏼,2025-04-30 02:58:51,positive
dodik cahyono,5,joosss kereeeen,2025-04-30 02:54:45,positive
Talita Sakhi,5,bagus,2025-04-30 02:48:18,positive
Ivan Mertayasa,5,bagus,2025-04-30 02:44:28,positive
AGHA MUAZZAM,5,sangat bagus,2025-04-30 02:43:08,positive
Riza Al Fahri,5,keren bisa denher lagi sepuasmu,2025-04-30 02:41:25,positive
Bani,1,Kikir,2025-04-30 02:35:31,negative
Rohadi Grab,5,kerebis.....keren abisssssssssss...,2025-04-30 02:34:46,positive
Ivanpowerspeed Powerspeed,5,Best spotify,2025-04-30 02:27:26,positive
Ghaitsa Ku,5,bagus si tapi engga premium ak nya,2025-04-30 02:26:11,positive
Budy Umbara,5,suka banget,2025-04-30 02:13:17,positive
Zul Fahri,5,good,2025-04-30 02:10:24,positive
Muhammad Dhafir abbad,5,seru,2025-04-30 02:07:36,positive
Aif Ariefin,5,sangat membantu sekali,2025-04-30 01:52:57,positive
Faza,5,lagu nya enak banget udh gratis bisa matiin hp lgi,2025-04-30 01:37:52,positive
Hecprofer,5,Premium apaan dh gak jelas search lagu biasa aja malah suruh premium eek😡😡😡,2025-04-30 01:31:46,positive
Danish Adelard,5,lagunya udah bagus,2025-04-30 01:12:58,positive
HUSNA,5,"Spotify bagus, seneng endang aplikasi ini. Karena Tampa iklan. Sangkar puas.",2025-04-30 01:09:01,positive
De Ka,4,bagus,2025-04-30 01:02:28,positive
asmadi madi,4,boleh lah,2025-04-30 01:01:54,positive
Rahma Syahwa,5,"hallo, musik yang ada di spotity ini sangat nyaman untuk dan asik walaupun ada banyak iklan tp seru aja kalau dengerin lagu di sportity ini",2025-04-30 00:58:38,positive
Helena Jaherlin,5,good app,2025-04-30 00:53:11,positive
Anton Fadhil,5,good,2025-04-30 00:34:23,positive
Verone Gabe,5,🫰🫰🫰,2025-04-30 00:33:56,positive
Solo Raya,5,saya suka dengarkan lagu lagu pada aplikasi spotify...bagus...,2025-04-30 00:13:27,positive
Mahesa Tegar,4,saingannya Yt music nih,2025-04-30 00:09:35,positive
Rezky Rodiansyah,5,"Bagus, tp jgn semua prem gada duit 😊",2025-04-30 00:09:15,positive
Cecep Fajar,5,the best music applications 💯,2025-04-29 23:44:46,positive
Fathul Jannah,5,"Aplikasi ter THE BEST, suka bgtt dengar lagu di spotify sampe punya banyak playlist. Spotify jangan berubah yaa tetap jadi spotify yg kita kenal, tpi klo berubah jadi yg terbaik ga papa. luv luv 🤗🤗",2025-04-29 23:43:12,positive
Frengko Tortuga,5,luar biasa,2025-04-29 23:19:00,positive
Msdalifah mw,3,kenapa akhir-akhir ini Spotify suka mati sendiri ???,2025-04-29 23:11:22,neutral
Armonia asri Wahyuni,5,"aplikasi nya bagus mudah untuk mencari, dan musik nya lengkap.",2025-04-29 22:46:30,positive
Yuda Prasetya Lampung,5,Not bad,2025-04-29 22:21:21,positive
Rizal Fauzi,3,"agak disayangkan tidak ada paket perminggu, malah jadi bulanan, padahal tidak setiap bulan dengerin musik",2025-04-29 22:14:57,neutral
Simpey Enjel,1,"spotify banyak iklan, pas cari lagu ini malah keluar lagu lain!! kembalikan spotify ku yg duluu!!",2025-04-29 21:52:33,negative
Maz Rulz,5,👍,2025-04-29 21:22:23,positive
Asyraf Asyraf khairul azam,5,bagus,2025-04-29 20:41:33,positive
Chandra Putra,5,👍👍👍👍,2025-04-29 20:12:23,positive
Bagus jati Dwi Saputra,5,sangat bermanfaat,2025-04-29 20:10:13,positive
RATU ZAUYANARA,4,4dulu nati kalau udah nyamanan bisalah naik lagi ke 5,2025-04-29 17:41:24,positive
Saf Rizal,5,oke jos,2025-04-29 17:33:59,positive
Bakso Angel,5,mantappp,2025-04-29 17:27:11,positive
Ari Alfiansyah,5,jgan ada iklan yah,2025-04-29 17:24:34,positive
Ray Okta,5,sangat puas,2025-04-29 17:17:35,positive
Irawan Ade,5,love love love,2025-04-29 17:12:33,positive
Angga,5,keren sekali,2025-04-29 17:12:11,positive
alif alfarisky,5,sangat baik,2025-04-29 17:04:35,positive
maryam wonogiri,5,jadi bisa ndenggerin lagi sambil main game deh😊😊,2025-04-29 17:01:47,positive
Hengki Hengki,5,bagus. bikin nambah asing,2025-04-29 16:56:53,positive
Alfin Atep,1,sekarang banyak sekali ilklan. sdh tdk rekomended bgt.. setelah 2th akhirny hrs hps spotify,2025-04-29 16:53:21,negative
Bilal Ahmad,5,bagus,2025-04-29 16:47:24,positive
Ayu Sigli,5,Good,2025-04-29 16:45:09,positive
Anda,3,"bagus, tapi tolong lah jadi gratis aja, kek dulu, kita belum tentu kaya. tiba-tiba jadi premium. agak kesal. gak apa-apa ada iklan asal jangan premium:( lagi sedih sedih nya di suguhi prem",2025-04-29 16:31:12,neutral
andre krisdiantoro,5,5 bintang,2025-04-29 16:30:51,positive
Fahrul Ependi Harahap,1,"kembalikan spotify mingguan nya kim@g, jangan di hapus",2025-04-29 16:22:32,negative
Rosa Panjaitan,2,gak bisa pake lirik nya lirik nya gak muncul kenapa lirik nya dak ada teks nya jadi gak bisa baca jadi harus buka lirik lagu di google,2025-04-29 16:13:51,negative
Ridhohulopango Ridho,5,bagus,2025-04-29 15:54:29,positive
Fahmi Ferdiansyah,1,aplikasi kikir,2025-04-29 15:46:36,negative
